species,common,kingdom,class,lat,lon,date,year,basisOfRecord,datasetName
Bombus rufocinctus,,Animalia,Insecta,45.021406,-93.243697,2025-08-15,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Bombus impatiens,,Animalia,Insecta,45.014361,-93.22863,2025-08-09,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Harmonia axyridis,,Animalia,Insecta,45.021411,-93.243722,2025-08-15,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Chauliognathus pensylvanicus,,Animalia,Insecta,45.021411,-93.243675,2025-08-10,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Acanalonia conica,,Animalia,Insecta,45.021436,-93.243713,2025-08-10,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Danaus plexippus,,Animalia,Insecta,45.021436,-93.243575,2025-08-04,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Orientus ishidae,,Animalia,Insecta,45.021406,-93.243845,2025-08-10,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Acer saccharinum,,Plantae,Magnoliopsida,45.017004,-93.240754,2025-08-30,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Impatiens balsamina,,Plantae,Magnoliopsida,45.017022,-93.240794,2025-08-29,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Papilio polyxenes,,Animalia,Insecta,45.016988,-93.240791,2025-08-17,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Jikradia olitoria,,Animalia,Insecta,45.016967,-93.240713,2025-08-29,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Phalangium opilio,,Animalia,Arachnida,45.017006,-93.240692,2025-08-18,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Asclepias syriaca,,Plantae,Magnoliopsida,45.021453,-93.243928,2025-08-16,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Danaus plexippus,,Animalia,Insecta,45.014431,-93.22843,2025-08-30,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Cyaniris neglecta,,Animalia,Insecta,45.02147,-93.243662,2025-08-10,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Papilio polyxenes,,Animalia,Insecta,45.01952,-93.242653,2025-08-12,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Erigeron canadensis,,Plantae,Magnoliopsida,45.021417,-93.244025,2025-08-16,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Lilioceris lilii,,Animalia,Insecta,45.021356,-93.243767,2025-08-10,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Chauliognathus pensylvanicus,,Animalia,Insecta,45.023667,-93.239987,2025-08-04,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Danaus plexippus,,Animalia,Insecta,45.017628,-93.231238,2025-08-23,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Bombus impatiens,,Animalia,Insecta,45.017739,-93.231255,2025-08-23,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Delphinia picta,,Animalia,Insecta,45.014887,-93.247098,2025-08-11,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
"Agelenopsis Giebel, 1869",,Animalia,Arachnida,45.014887,-93.247098,2025-08-24,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Harmonia axyridis,,Animalia,Insecta,45.014887,-93.247098,2025-08-11,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Bombus impatiens,,Animalia,Insecta,45.014887,-93.247098,2025-08-04,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Polistes dominula,,Animalia,Insecta,45.014887,-93.247098,2025-08-11,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Caenurgina erechtea,,Animalia,Insecta,45.014887,-93.247098,2025-08-18,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Microcrambus elegans,,Animalia,Insecta,45.014887,-93.247098,2025-08-18,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Polites coras,,Animalia,Insecta,45.017691,-93.231982,2025-08-02,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Pyrausta orphisalis,,Animalia,Insecta,45.021514,-93.243692,2025-08-10,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Microcentrum rhombifolium,,Animalia,Insecta,45.018819,-93.242216,2025-09-01,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Papilio polyxenes,,Animalia,Insecta,45.015848,-93.232595,2025-09-12,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Trametes versicolor,,Fungi,Agaricomycetes,45.021016,-93.242176,2025-09-16,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Borago officinalis,,Plantae,Magnoliopsida,45.023639,-93.241045,2025-09-11,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
"Agelenopsis Giebel, 1869",,Animalia,Arachnida,45.017028,-93.240762,2025-09-03,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Coronilla varia,,Plantae,Magnoliopsida,45.018708,-93.237699,2025-09-15,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Ageratina altissima,,Plantae,Magnoliopsida,45.019556,-93.241448,2025-09-11,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Megacyllene robiniae,,Animalia,Insecta,45.021463,-93.239598,2025-09-04,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Gaillardia pulchella,,Plantae,Magnoliopsida,45.021045,-93.242216,2025-09-16,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Berteroa incana,,Plantae,Magnoliopsida,45.019131,-93.237226,2025-09-10,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Asclepias tuberosa,,Plantae,Magnoliopsida,45.021945,-93.239583,2025-09-10,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Linaria vulgaris,,Plantae,Magnoliopsida,45.02112,-93.239617,2025-09-10,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Sambucus canadensis,,Plantae,Magnoliopsida,45.017573,-93.240302,2025-09-15,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Agastache foeniculum,,Plantae,Magnoliopsida,45.022766,-93.240851,2025-09-10,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Tanacetum vulgare,,Plantae,Magnoliopsida,45.015963,-93.232345,2025-09-17,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Neoscona crucifera,,Animalia,Arachnida,45.017025,-93.240692,2025-09-17,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Bombus impatiens,,Animalia,Insecta,45.01767,-93.239738,2025-09-17,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Apis mellifera,,Animalia,Insecta,45.01767,-93.239762,2025-09-17,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Graphocephala coccinea,,Animalia,Insecta,45.01699,-93.240771,2025-09-21,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Phlox paniculata,,Plantae,Magnoliopsida,45.022313,-93.237298,2025-09-16,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Eryngium yuccifolium,,Plantae,Magnoliopsida,45.018716,-93.232167,2025-09-17,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Polygonia comma,,Animalia,Insecta,45.017017,-93.240775,2025-09-24,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Rhamnus cathartica,,Plantae,Magnoliopsida,45.01701,-93.240824,2025-09-24,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Cosmos bipinnatus,,Plantae,Magnoliopsida,45.021666,-93.23647,2025-09-09,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Coronilla varia,,Plantae,Magnoliopsida,45.013308,-93.238285,2025-09-27,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Solidago flexicaulis,,Plantae,Magnoliopsida,45.016402,-93.235999,2025-09-30,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Persicaria maculosa,,Plantae,Magnoliopsida,45.01745,-93.24202,2025-09-24,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
"Porcellionides Miers, 1878",,Animalia,Malacostraca,45.014887,-93.247098,2025-09-22,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Megarhyssa macrura,,Animalia,Insecta,45.014887,-93.247098,2025-09-20,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Arctium minus,,Plantae,Magnoliopsida,45.019845,-93.240629,2025-09-25,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Micromus posticus,,Animalia,Insecta,45.016906,-93.240792,2025-10-03,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Boisea trivittata,,Animalia,Insecta,45.016875,-93.240906,2025-10-01,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Bombus impatiens,,Animalia,Insecta,45.017356,-93.240363,2025-10-01,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Danaus plexippus,,Animalia,Insecta,45.017375,-93.240412,2025-10-01,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Pyrrharctia isabella,,Animalia,Insecta,45.019557,-93.242936,2025-10-04,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Harmonia axyridis,,Animalia,Insecta,45.017032,-93.240813,2025-10-11,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Procyon lotor,,Animalia,Mammalia,45.023633,-93.244714,2025-10-18,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
"Pachypsylla Riley, 1883",,Animalia,Insecta,45.014887,-93.247098,2025-10-11,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations
Passer domesticus,House Sparrow,Animalia,Aves,45.02097,-93.24576,2024-01-25,2024,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.013706,-93.24414,2024-01-13,2024,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.02097,-93.24576,2024-01-25,2024,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.02097,-93.24576,2024-01-25,2024,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.013706,-93.24414,2024-01-07,2024,HUMAN_OBSERVATION,EBIRD
Strix varia,Barred Owl,Animalia,Aves,45.01712,-93.232895,2024-01-31,2024,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.02097,-93.24576,2024-01-25,2024,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.013706,-93.24414,2024-01-07,2024,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.013706,-93.24414,2024-01-20,2024,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.013706,-93.24414,2024-01-14,2024,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.013706,-93.24414,2024-01-14,2024,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.019638,-93.24008,2024-01-09,2024,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.019638,-93.24008,2024-01-09,2024,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.013706,-93.24414,2024-01-14,2024,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.019638,-93.24008,2024-01-09,2024,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.019638,-93.24008,2024-01-09,2024,HUMAN_OBSERVATION,EBIRD
Falco columbarius,Merlin,Animalia,Aves,45.013706,-93.24414,2024-01-10,2024,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.013706,-93.24414,2024-01-01,2024,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.02097,-93.24576,2024-01-25,2024,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.013706,-93.24414,2024-01-07,2024,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.013706,-93.24414,2024-01-01,2024,HUMAN_OBSERVATION,EBIRD
"Astur Lacepède, 1799",Cooper's Hawk,Animalia,Aves,45.013706,-93.24414,2024-01-13,2024,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.013706,-93.24414,2024-01-14,2024,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.02097,-93.24576,2024-01-25,2024,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.019638,-93.24008,2024-01-09,2024,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.019638,-93.24008,2024-01-09,2024,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.013706,-93.24414,2024-01-14,2024,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.019638,-93.24008,2024-01-09,2024,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.019638,-93.24008,2024-01-09,2024,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.019638,-93.24008,2024-01-09,2024,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.013706,-93.24414,2024-01-14,2024,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.013706,-93.24414,2024-02-10,2024,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.013706,-93.24414,2024-02-10,2024,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.013706,-93.24414,2024-02-25,2024,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.02484,-93.24511,2024-02-19,2024,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.013706,-93.24414,2024-02-10,2024,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.013706,-93.24414,2024-02-10,2024,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.013706,-93.24414,2024-02-10,2024,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.013706,-93.24414,2024-02-10,2024,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.013706,-93.24414,2024-02-10,2024,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.016457,-93.234764,2024-02-03,2024,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.02484,-93.24511,2024-02-19,2024,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.013706,-93.24414,2024-02-10,2024,HUMAN_OBSERVATION,EBIRD
Branta canadensis,Canada Goose,Animalia,Aves,45.013706,-93.24414,2024-02-25,2024,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.013706,-93.24414,2024-02-25,2024,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.013706,-93.24414,2024-02-10,2024,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.013706,-93.24414,2024-02-10,2024,HUMAN_OBSERVATION,EBIRD
Haliaeetus leucocephalus,Bald Eagle,Animalia,Aves,45.019997,-93.23986,2024-02-18,2024,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.013706,-93.24414,2024-02-10,2024,HUMAN_OBSERVATION,EBIRD
Bubo virginianus,,Animalia,Aves,45.020279,-93.247088,2024-03-16,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations
Passer domesticus,House Sparrow,Animalia,Aves,45.013706,-93.24414,2024-03-10,2024,HUMAN_OBSERVATION,EBIRD
Branta canadensis,Canada Goose,Animalia,Aves,45.013706,-93.24414,2024-03-12,2024,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.013706,-93.24414,2024-03-01,2024,HUMAN_OBSERVATION,EBIRD
Falco sparverius,American Kestrel,Animalia,Aves,45.019997,-93.23986,2024-03-01,2024,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.013706,-93.24414,2024-03-01,2024,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.013706,-93.24414,2024-03-10,2024,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.019997,-93.23986,2024-03-01,2024,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.013706,-93.24414,2024-03-19,2024,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.013706,-93.24414,2024-03-01,2024,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.019997,-93.23986,2024-03-01,2024,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,,Animalia,Aves,45.021629,-93.238702,2024-04-13,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.013706,-93.24414,2024-04-08,2024,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.013706,-93.24414,2024-04-10,2024,HUMAN_OBSERVATION,EBIRD
Charadrius vociferus,Killdeer,Animalia,Aves,45.013706,-93.24414,2024-04-10,2024,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Pipilo erythrophthalmus,Eastern Towhee,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.02097,-93.24576,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.013706,-93.24414,2024-04-10,2024,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.013706,-93.24414,2024-04-08,2024,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.013706,-93.24414,2024-04-28,2024,HUMAN_OBSERVATION,EBIRD
Setophaga coronata,Yellow-rumped Warbler,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.013706,-93.24414,2024-04-17,2024,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.013706,-93.24414,2024-04-08,2024,HUMAN_OBSERVATION,EBIRD
Agelaius phoeniceus,Red-winged Blackbird,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Catharus guttatus,Hermit Thrush,Animalia,Aves,45.013706,-93.24414,2024-04-30,2024,HUMAN_OBSERVATION,EBIRD
Certhia americana,Brown Creeper,Animalia,Aves,45.013706,-93.24414,2024-04-07,2024,HUMAN_OBSERVATION,EBIRD
